,name,payment_modes,locality
1255,Chicken Peddler,,"Hadapsar, Pune"
1256,Arab Zaika,,"Wakad, Pune"
1257,Amritsari Kulcha Point,,"Aundh, Pune"
1258,Health-o-meal,,"Lohegaon, Pune"
1259,Cafe Yaari Dosti,"
Digital payments accepted","Dhanori, Pune"
1260,New Uppala,"Cash and Cards accepted
Digital payments accepted","Wadgaon Sheri, Pune"
1261,Saiji Pavbhaji Center,,"Shukrawar Peth, Pune"
1262,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Kondhwa, Pune"
1263,Bikkgane Biryani,,"Kothrud, Pune"
1264,Sabores Bistro & Bar,"Cash and Cards accepted
Digital payments accepted","Shivaji Nagar, Pune"
1265,Krushnai Snacks,"
Digital payments accepted","Hadapsar, Pune"
1266,Art Of Pasta,,"Kharadi, Pune"
1267,Desi Handi,,"Narhe, Pune"
1268,Charcoal Shawarma And Tandoor Kulfi,,"Kondhwa, Pune"
1269,Ganesh Bhavan Sweets and Snacks,,"Ghorpadi, Pune"
1270,Veggie Tales,,"Wagholi, Pune"
1271,Souths Express,"Cash and Cards accepted
Digital payments accepted","NIBM Road, Pune"
1272,Shizusan,"Cash and Cards accepted
Digital payments accepted","Phoenix Market City, Viman Nagar, Pune"
1273,Ovenstory Pizza,,"Camp Area, Pune"
1274,Tiranga Veg Non-Veg,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
1275,Nisarg Hotel Special Misal House,,"Ravet, Pune"
1276,Yumma Swami,,"Swargate, Pune"
1277,Italian Hut,,"Sinhgad Road, Pune"
1278,Shri Swami Samartha Pure Veg,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
1279,Desi Chulha,Cash and Cards accepted,"Kondhwa, Pune"
1280,Waflz & Krepz,,"Camp Area, Pune"
1281,Wakad Corner Family Restaurant,"Cash and Cards accepted
Digital payments accepted","Pimple Nilakh, Pune"
1282,Cafe Old Skool,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
1283,La Cheezy,,"JM Road, Pune"
1284,18 Degrees Resto Lounge,"Cash and Cards accepted
Digital payments accepted","Spot 18 Mall, Pimple Saudagar, Pune"
1285,Banaras Chaat Bhandar,,"Viman Nagar, Pune"
1286,New Poona Bakery,,"Baner, Pune"
1287,Starbon Restaurant & Cafe,,"Karve Nagar, Pune"
1288,Seven Treats Family Restaurant & Bar,Cash and Cards accepted,"Magarpatta, Pune"
1289,Sweet Bengal,,"Senapati Bapat Road, Pune"
1290,Neo's Chinese,,"Erandwane, Pune"
1291,Vc's Virat Pure Veg,"
Digital payments accepted","Nigdi, Pune"
1292,Itss Yummyy,"
Digital payments accepted","Katraj, Pune"
1293,Chai Shai,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
1294,Gurunanak Dairy & Sweets,,"Wadgaon Sheri, Pune"
1295,Rajveer Bhojnalay And Snack Centre,,"Dhanori, Pune"
1296,Full Meal,,"Baner, Pune"
1297,Food Crave,,"Mundhwa, Pune"
1298,Charcoal Capital,,"Wadgaon Sheri, Pune"
1299,Hotel Kinara,,"Pimpri, Pune"
1300,Roco Mamas ,"
Digital payments accepted","Kalyani Nagar, Pune"
1301,Meridian Ice Cream ,"
Digital payments accepted","Kothrud, Pune"
1302,Indore Eats,,"Chandan Nagar, Pune"
1303,Apsara Ice Creams,,"Wakad, Pune"
1304,Khatri Bandhu Pot Ice Cream,Cash and Cards accepted,"Sinhgad Road, Pune"
1305,Jayashree Garden,"
Digital payments accepted","Shukrawar Peth, Pune"
1306,Hotel Crystal Hut,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
1307,The Chopsticks,,"Kondhwa, Pune"
1308,Rajmandir Ice Cream,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
1309,Burger King,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
1310,Baker's Basket,,"Dhole Patil Road, Pune"
1311,Chao Mung China,,"Kharadi, Pune"
1312,BOX8 - Desi Meals,,"Bavdhan, Pune"
1313,Regal Biryani,,"Pimpri, Pune"
1314,The Demeters Kitchen,,"Karve Nagar, Pune"
1315,Chicking Cafe,,"Camp Area, Pune"
1316,Gavran Chav,,"Dhanori, Pune"
1317,Sukh Sagar,"Cash and Cards accepted
Digital payments accepted","Camp Area, Pune"
1318,Fries Company,,"Pimple Saudagar, Pune"
1319,Swiss Bakes,,"Destination Centre, Magarpatta, Pune"
1320,Itminaan Biryani - Dum Pukht,,"Wakad, Pune"
1321,Gayatri Bhel,"
Digital payments accepted","Pimple Gurav, Pune"
1322,Bismilha Biryani And Chinese Catering,,"Kharadi, Pune"
1323,Shree Govind Dham Mess ,,"Chinchwad, Pune"
1324,Royal Chinese Corner,,"Wakad, Pune"
1325,Biryani To Home,,"Kharadi, Pune"
1326,Hotel Chandrama,Cash and Cards accepted,"Aundh, Pune"
1327,Drinx Exchange,Cash and Cards accepted,"Kharadi, Pune"
1328,Cafe Katta And Jagdamb Snacks Center,"
Digital payments accepted","Sinhgad Road, Pune"
1329,Crazy Cheesy,Cash and Cards accepted,"Law College Road, Pune"
1330,Captain Coffee,"
Digital payments accepted","Hadapsar, Pune"
1331,Shree Mahalaxmi Misal And Snacks,"
Digital payments accepted","Pimple Gurav, Pune"
1332,Naanis Litti Chokha,,"Pashan, Pune"
1333,Cake & Cafe,,"Kothrud, Pune"
1334,Subhanallah Hotel,"
Digital payments accepted","Budhwar Peth, Pune"
1335,Mehfil Restaurant & Bar,Cash and Cards accepted,"Satara Road, Pune"
1336,Cake Story Dessert,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
1337,Hakuna Matata,"Cash and Cards accepted
Digital payments accepted","Shivaji Nagar, Pune"
1338,Corporate Biryani,"
Digital payments accepted","Hadapsar, Pune"
1339,Kayani Bakery,,"East Street, Pune"
1340,Aladeen,,"Viman Nagar, Pune"
1341,Cake & More,,"Koregaon Park, Pune"
1342,Global Punjab,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
1343,SLAY Coffee,,"Wadgaon Sheri, Pune"
1344,Caramella's,,"Lohegaon, Pune"
1345,WOW! Momo,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
1346,Venky's Chicken Experience,"
Digital payments accepted","Kalyani Nagar, Pune"
1347,Hangry Panda,,"Wadgaon Sheri, Pune"
1348,Kaka Halwai Sweets,"Cash and Cards accepted
Digital payments accepted","Parvati, Pune"
1349,Durva Modak Center,,"Dhanori, Pune"
1350,Royal Burgerio,"
Digital payments accepted","Wakad, Pune"
1351,The Kebab Exchange,,"Magarpatta, Pune"
1352,Atithi Pure Veg,Cash and Cards accepted,"Satara Road, Pune"
1353,V Foods Cafe,"
Digital payments accepted","Bhosari, Pune"
1354,Maitri Wadewale,,"Viman Nagar, Pune"
1355,Cafe Coffee ABK,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
1356,Zakir Biryani House & Caterers,,"Wakad, Pune"
1357,Amritsaree Jaika,"
Digital payments accepted","Expressway, Pune"
1358,The Donuts & Cheesecake Factory,"
Digital payments accepted","Viman Nagar, Pune"
1359,Chaayos Chai+Snacks=Relax,,"Dange Chowk, Pune"
1360,La Mia Pizzeria,,"Khadki, Pune"
1361,Hotel Malhar Mutton Bhakari,"Cash and Cards accepted
Digital payments accepted","Hinjawadi, Pune"
1362,Rajdhani Chaat,"Cash and Cards accepted
Digital payments accepted","Akurdi, Pune"
1363,Aware Maratha Khanawal,"Cash and Cards accepted
Digital payments accepted","Sadashiv Peth, Pune"
1364,Moshi Moshi,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
1365,Garden Vada Pav Centre,"
Digital payments accepted","Camp Area, Pune"
1366,Hotel Aarya,,"Bavdhan, Pune"
1367,The Cheers Lounge,Cash and Cards accepted,"Akurdi, Pune"
1368,The Chocolate Room,"Cash and Cards accepted
Digital payments accepted","FC Road, Pune"
1369,Daawat-e-Zaiqa,,"Pashan, Pune"
1370,Hotel Sasarwadi Matan Khanaval,"
Digital payments accepted","Pimple Saudagar, Pune"
1371,Timo - Kitchen & Bar,Cash and Cards accepted,"Bavdhan, Pune"
1372,Karolbaug Kebabs & Biryanis,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
1373,The Chocolate Room,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
1374,Khuraak : Khazana- E-Pakwaan,"Cash and Cards accepted
Digital payments accepted","Kondhwa, Pune"
1375,Food Funda,"Cash and Cards accepted
Digital payments accepted","Karve Nagar, Pune"
1376,Delhi Ki Paratha Gali,,"Viman Nagar, Pune"
1377,Swadesh Family Resto-Bar,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
1378,Yash Dosa And Snacks Center,,"Wagholi, Pune"
1379,Pizza Booklet,,"Phursungi, Pune"
1380,Rachna Home Baker,,"Wadgaon Sheri, Pune"
1381,Check Mate Biryani House,,"Bavdhan, Pune"
1382,Bunkers Kitchen,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
1383,Malgudi Tiffin,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
1384,Bread Story,,"Destination Centre, Magarpatta, Pune"
1385,Maharaja Bhel,"
Digital payments accepted","Chinchwad, Pune"
1386,99 Rs Biryani & Chinese,,"Hadapsar, Pune"
1387,NIC - Natural Ice Creams,,"Pimple Saudagar, Pune"
1388,Zaika Biryani House,"
Digital payments accepted","Nigdi, Pune"
1389,Dilli Di Rasoi,,"Hadapsar, Pune"
1390,Subway,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Baner, Pune"
1391,Vighnaharta Restaurant,"
Digital payments accepted","NIBM Road, Pune"
1392,Utsavv,"Cash, Cards and Meal Coupons accepted","Hadapsar, Pune"
1393,Punjabi Combo Paratha House,"
Digital payments accepted","Katraj, Pune"
1394,Shakezone,,"Kothrud, Pune"
1395,Dacdenil's Burger,,"Kothrud, Pune"
1396,Al Madina,,"Wanowrie, Pune"
1397,Le Stone,"Cash and Cards accepted
Digital payments accepted","Ravet, Pune"
1398,Chole Kulche,"
Digital payments accepted","Pashan, Pune"
1399,Coastal Curries,"
Digital payments accepted","Pimple Saudagar, Pune"
1400,Sardar Biryani House,"Cash and Cards accepted
Digital payments accepted","Wagholi, Pune"
1401,SR's Kathmandu Connection,,"Hadapsar, Pune"
1402,Raja Ices,"
Digital payments accepted","Sadashiv Peth, Pune"
1403,Yash Tea And Snack Center,,"Kharadi, Pune"
1404,Frozen Bottle,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
1405,Firangi Bake,,"Ravet, Pune"
1406,149 Rs Chinese,,"Hadapsar, Pune"
1407,Aishwarya,"
Digital payments accepted","Kothrud, Pune"
1408,Kekiz The Cake Shop,,"Hinjawadi, Pune"
1409,Urban Dhaba,,"Ghorpadi, Pune"
1410,Kitchen's Darbar,,"Pimple Nilakh, Pune"
1411,Zabeel Café & Grill,"
Digital payments accepted","Fatima Nagar, Pune"
1412,Cafe Katta Kharadi,"
Digital payments accepted","Wadgaon Sheri, Pune"
1413,99 @ Pizza Box,,"Hadapsar, Pune"
1414,Godavari Ruchulu,,"Baner, Pune"
1415,Sandwich Express,"
Digital payments accepted","Koregaon Park, Pune"
1416,"Byanjan- Speciality in North Indian,Maharashtrian, Bengali & Assamese Cuisine","
Digital payments accepted","Pimple Nilakh, Pune"
1417,Joshi Wadewale,,"Fatima Nagar, Pune"
1418,Hotel Anchu Chinese,"
Digital payments accepted","Yerawada, Pune"
1419,Hotel Sourabh,"Cash, Cards and Meal Coupons accepted","Satara Road, Pune"
1420,The Golden Samosa,"
Digital payments accepted","JM Road, Pune"
1421,Paratha Envy,,"Ravet, Pune"
1422,Behrouz Biryani,,"Baner, Pune"
1423,G Sardar G Da Dhaba,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
1424,Snacks & Salad,,"Sus, Pune"
1425,Mallu's Food Point,,"Kharadi, Pune"
1426,Banarasiya,,"Westend Mall, Aundh, Pune"
1427,Shahu Anda and Snack Corner,"
Digital payments accepted","Karve Nagar, Pune"
1428,LunchBox - Meals and Thalis,,"Wakad, Pune"
1429,Cafe Crush,"
Digital payments accepted","Erandwane, Pune"
1430,Giani Ice Cream,"Cash and Cards accepted
Digital payments accepted","Dhanori, Pune"
1431,Caramella's,,"Kothrud, Pune"
1432,World Biryani House,,"Koregaon Park, Pune"
1433,Burger Jack's,,"Sinhgad Road, Pune"
1434,Shiv Kailash,Cash and Cards accepted,"Camp Area, Pune"
1435,Natraj Bhel  ,,"Kharadi, Pune"
1436,Mauli Hotel,,"Dange Chowk, Pune"
1437,Pizza Company,,"Hadapsar, Pune"
1438,House Of Burgers,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
1439,Navratri Meals By LunchBox,,"Dhayari, Pune"
1440,Green Healthy Bites,"
Digital payments accepted","Dhayari, Pune"
1441,Jai Hind Bakery,,"Wanowrie, Pune"
1442,Best Town Cafe,"
Digital payments accepted","Magarpatta, Pune"
1443,Love For Biryani,,"Wanowrie, Pune"
1444,Kadhai,"
Digital payments accepted","Ozone Mall, Aundh, Pune"
1445,Vaishnavi  Bhel And Panipuri,"
Digital payments accepted","Bibvewadi, Pune"
1446,Cafe Coffee Day,"Cash, Cards and Meal Coupons accepted","Magarpatta, Pune"
1447,Magic Mikes Burgertherapy,,"Baner, Pune"
1448,Panchali Restaurant,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","JM Road, Pune"
1449,Best Belgian Waffle,,"Viman Nagar, Pune"
1450,Hotel New Sinhagad Shahi Tandoor,,"Narhe, Pune"
1451,Sneha's Kitchen,,"Sinhgad Road, Pune"
1452,Arms Diet Cafe,,"Hinjawadi, Pune"
1453,Ribbons & Balloons,,"Kothrud, Pune"
1454,S. P. Momos & Biryani,,"Bibvewadi, Pune"
1455,Creamy Nuts,,"Pimpri, Pune"
1456,Gajamukham Pure Veg Restaurant,Cash and Cards accepted,"Hadapsar, Pune"
1457,Blue Water,Cash and Cards accepted,"Ravet, Pune"
1458,Signature Fine Dining,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
1459,The Cake Heaven And Cafe,,"Wagholi, Pune"
1460,Piazza Pizzas,,"Shivaji Nagar, Pune"
1461,Upsouth,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
1462,Vadilal Ice Cream,,"Destination Centre, Magarpatta, Pune"
1463,Kathi King,,"Viman Nagar, Pune"
1464,Panchamrut Pure Veg,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
1465,Healthy Affairs,,"Bibvewadi, Pune"
1466,Cafe London Dreams,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
1467,The Cafè - Hyatt Regency Pune,Cash and Cards accepted,"The Hyatt Regency, Nagar Road, Pune"
1468,Rolling Joint,,"Karve Nagar, Pune"
1469,Abhi's Veg,,"Wagholi, Pune"
1470,Slices,,"Sinhgad Road, Pune"
1471,Cafe Peter,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
1472,Rolls 18,,"Ravet, Pune"
1473,Chinar,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
1474,Ku-Kooch-Ku,Cash and Cards accepted,"Deccan Gymkhana, Pune"
1475,Momos House,"
Digital payments accepted","Bhosari, Pune"
1476,Dorabjee & Sons,,"Camp Area, Pune"
1477,1441 Pizzeria,"Cash and Cards accepted
Digital payments accepted","Koregaon Park, Pune"
1478,Ghar Ka Khana,"
Digital payments accepted","Pimple Saudagar, Pune"
1479,SV Chinese,"
Digital payments accepted","Baner, Pune"
1480,SP Shawarma Point,"Cash and Cards accepted
Digital payments accepted","Satara Road, Pune"
1481,The Chinese Kitchen,,"Kalyani Nagar, Pune"
1482,Hotel Jai Bhawani,"
Digital payments accepted","Katraj, Pune"
1483,Hotel Durga,Cash and Cards accepted,"Kothrud, Pune"
1484,Ovenstory Pizza,,"Viman Nagar, Pune"
1485,Coffee Nation,"Cash and Cards accepted
Digital payments accepted","Law College Road, Pune"
1486,Mad Momos,,"Hadapsar, Pune"
1487,Burger 1880's,,"Nigdi, Pune"
1488,Pizza Destination,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
1489,Hotel Lucky,,"Kondhwa, Pune"
1490,Circle Of Crust,"
Digital payments accepted","Hinjawadi, Pune"
1491,Burger And Pizza Nation,,"Wagholi, Pune"
1492,Elephant & Co.,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
1493,Palace Of Theme Cakes,,"Yerawada, Pune"
1494,Yaron Da Adda - Dil Se Punjabi,"
Digital payments accepted","Wakad, Pune"
1495,Paratha Envy,,"Kharadi, Pune"
1496,La Cheesy,,"Vishrantwadi, Pune"
1497,Aroma's Hyderabad House,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Viman Nagar, Pune"
1498,My Kitchen,,"NIBM Road, Pune"
1499,Yahoo Momos,"
Digital payments accepted","Warje, Pune"
1500,Night Spot Egg Bhurji,,"Pimple Saudagar, Pune"
1501,Sammich,"
Digital payments accepted","Hadapsar, Pune"
1502,Hotel Surya Chinese & Biryani House,"
Digital payments accepted","Narhe, Pune"
1503,Desi Handi,,"Hinjawadi, Pune"
1504,Golden Dragon Chinese And Snack Center,,"Pashan, Pune"
1505,Fannito Pizza,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
1506,Swagat Canteen,"
Digital payments accepted","Erandwane, Pune"
1507,Starbucks Coffee,"Cash and Cards accepted
Digital payments accepted","The Pavillion, Senapati Bapat Road, Pune"
1508,Joshi Ji Ki Rasoi,,"Karve Nagar, Pune"
1509,Punjabi Rasoi,,"Dhanori, Pune"
1510,Bay Leaf Bistro,Cash and Cards accepted,"Pimple Saudagar, Pune"
1511,Alpahaar Snacks Centre,"
Digital payments accepted","Pimpri, Pune"
1512,Kwality Family Resto Bar,Cash and Cards accepted,"Erandwane, Pune"
1513,Masala Kitchen,"
Digital payments accepted","Kharadi, Pune"
1514,Feast India Company,"Cash and Cards accepted
Digital payments accepted","Erandwane, Pune"
1515,Tadka.Com,,"Kalyani Nagar, Pune"
1516,The Belgian Cake ,,"Pashan, Pune"
1517,Ganesh Bhel & Farsan,"
Digital payments accepted","Kothrud, Pune"
1518,Pizza Loca,,"Wadgaon Sheri, Pune"
1519,Cafe Aarya,,"Bavdhan, Pune"
1520,Bar- Bq,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
1521,Saras Snacks,Cash and Cards accepted,"Hadapsar, Pune"
1522,Preeti Pav Bhaji,,"Sadashiv Peth, Pune"
1523,Veg Embassy,,"Aundh, Pune"
1524,Yumma Swami,,"Kalyani Nagar, Pune"
1525,Meenakshi Garden Veg-Non Veg Restaurant,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
1526,Navmi Pure Veg,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
1527,Pizza Hut,Cash and Cards accepted,"City Hub @ WTC, Kharadi, Pune"
1528,Ashoka Resto Bar,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Pimple Nilakh, Pune"
1529,Shahi Taste of Hyderabad,,"Baner, Pune"
1530,Apna Adda ,"Cash and Cards accepted
Digital payments accepted","Expressway, Pune"
1531,Cafe Creme,"
Digital payments accepted","Balewadi, Pune"
1532,Belly Tales,,"Kharadi, Pune"
1533,Chinese Chef Co,,"Kondhwa, Pune"
1534,Burger King,Cash and Cards accepted,"Westend Mall, Aundh, Pune"
1535,Baker's 24,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
1536,Sharadwadi Misal & Walke Gulacha Chaha,"
Digital payments accepted","Chandan Nagar, Pune"
1537,Biryani Bazaar,"Cash and Cards accepted
Digital payments accepted","Wanowrie, Pune"
1538,Meal Box,,"Hinjawadi, Pune"
1539,Vrundavan,"Cash and Cards accepted
Digital payments accepted","Ravet, Pune"
1540,Kekiz The Cake Shop,"
Digital payments accepted","Baner, Pune"
1541,Mataji Ki Rasoi,,"Wanowrie, Pune"
1542,Kerala House,,"Camp Area, Pune"
1543,Hotel Metro Nine,"
Digital payments accepted","Pimpri, Pune"
1544,Copper Chocs,,"Pimple Saudagar, Pune"
1545,The Hot Chinese,,"Hadapsar, Pune"
1546,The King Sandwich ,,"Salunkhe Vihar Road, Pune"
1547,Nawabi Zaika,,"Sinhgad Road, Pune"
1548,La Cherie,,"Baner, Pune"
1549,Hotel Sangrilla,"Cash and Cards accepted
Digital payments accepted","Ravet, Pune"
1550,Crazy Sizzlers,"Cash and Cards accepted
Digital payments accepted","JM Road, Pune"
1551,Akhtar's Samosa,,"Bund Garden Road, Pune"
1552,Punjab De Parathe,,"Nigdi, Pune"
1553,Hyderabadi Royal Biryani,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
1554,Angel's Bake,,"Bibvewadi, Pune"
1555,Amul Ice Cream Parlor,"
Digital payments accepted","NIBM Road, Pune"
1556,Pizzasta,,"Pimple Saudagar, Pune"
1557,W S Bakers,"Cash and Cards accepted
Digital payments accepted","Katraj, Pune"
1558,Noble Bake House,,"Wanowrie, Pune"
1559,Monginis,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
1560,AwwSome Bite,Cash and Cards accepted,"Ravet, Pune"
1561,Kebab Gunj,"
Digital payments accepted","Koregaon Park, Pune"
1562,Shifa Tea House,"
Digital payments accepted","Wakad, Pune"
1563,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Erandwane, Pune"
1564,Chef's Nation,"Cash and Cards accepted
Digital payments accepted","Kharadi, Pune"
1565,The French Window Patisserie,Cash and Cards accepted,"Koregaon Park, Pune"
1566,Sarvoday Foods,,"Chinchwad, Pune"
1567,Baker's Zone,,"Pimpri, Pune"
1568,Lunch Break,"
Digital payments accepted","Hadapsar, Pune"
1569,Sardarji Food,Cash and Cards accepted,"Kharadi, Pune"
1570,A-1 Pizza And Sandwich,,"Pimple Saudagar, Pune"
1571,Mithai Culture,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
1572,Sai Hotel,"
Digital payments accepted","Wakad, Pune"
1573,Riddhi Siddhi Hotel,,"Balewadi, Pune"
1574,Jay Maharashtra,,"Chakan, Pune"
1575,Kekiz The Cake Shop,,"Kothrud, Pune"
1576,Neelraj Misal House,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
1577,Rolling In Dough,,"Pashan, Pune"
1578,Desi Chinese,"
Digital payments accepted","Dhankawadi, Pune"
1579,Flute,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
1580,Foodiegram,,"Magarpatta, Pune"
1581,Rapid Fire,"
Digital payments accepted","Swargate, Pune"
1582,Aadhijevan,,"Balewadi, Pune"
1583,Sagar Ratna,,"Westend Mall, Aundh, Pune"
1584,Hotel Jayesh,,"Hinjawadi, Pune"
1585,Jacarendaa,,"Kharadi, Pune"
1586,The Momo Xpress,,"Baner, Pune"
1587,Sai Mangal Khanawal,,"Nigdi, Pune"
1588,Ribbons & Balloons,,"Dhankawadi, Pune"
1589,Rerore,,"Kharadi, Pune"
1590,Chinese Meal For One,,"Hadapsar, Pune"
1591,Yo Kakke,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
1592,The Momo Box,,"Wadgaon Sheri, Pune"
1593,AbhiRuu,,"Pimpri, Pune"
1594,Hotel Taste And Flavour,"
Digital payments accepted","Wakad, Pune"
1595,Behrouz Biryani,,"NIBM Road, Pune"
1596,Chitale Xpress,,"Hinjawadi, Pune"
1597,Kebab Story,,"Wadgaon Sheri, Pune"
1598,Cafe Durga,"
Digital payments accepted","Sadashiv Peth, Pune"
1599,Matoshree Dining Hall,"
Digital payments accepted","Baner, Pune"
