,name,payment_modes,locality
415,Mineority By Saby,"Cash and Cards accepted
Digital payments accepted","Kalyani Nagar, Pune"
416,Caramella's,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
417,Shahji's Parantha House - The Coronet Hotel,"Cash and Cards accepted
Digital payments accepted","The Coronet Hotel, Deccan Gymkhana, Pune"
418,Shraddha A1 Sandwich,"
Digital payments accepted","Shukrawar Peth, Pune"
419,KVC South Delight,,"Hadapsar, Pune"
420,NIC - Natural Ice Creams,,"Katraj, Pune"
421,Hot Pan,,"Khadki, Pune"
422,The Maha-Irani Cafe,"
Digital payments accepted","Parvati, Pune"
423,Param Sai Tea And Snack Center ,,"Wakad, Pune"
424,Maasoli The Konkani Delight,"Cash and Cards accepted
Digital payments accepted","Dhayari, Pune"
425,Bombay Paratha Company,,"Baner, Pune"
426,Maahi Dhaba,"
Digital payments accepted","Hinjawadi, Pune"
427,Zhingat Biryani,"Cash and Cards accepted
Digital payments accepted","Warje, Pune"
428,Pind Di Bhatti,,"Kondhwa, Pune"
429,China Wale,,"Pimpri, Pune"
430,The Belgian Waffle Co.,Cash and Cards accepted,"Aundh, Pune"
431,Modern Cakes,,"Koregaon Park, Pune"
432,Tandoor And Kabab Express,,"Wakad, Pune"
433,Burger Craft,,"Aundh, Pune"
434,Special Dum Biryani House And Saisha Snacks Center,,"Hadapsar, Pune"
435,Swami Snacks Center,,"Erandwane, Pune"
436,Asian Eatery,"Cash and Cards accepted
Digital payments accepted","NIBM Road, Pune"
437,Samindra,,"Parvati, Pune"
438,Subway,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Wanowrie, Pune"
439,All India Permit,Cash and Cards accepted,"Pashan, Pune"
440,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Karve Nagar, Pune"
441,Shiv Fast Food,,"Kothrud, Pune"
442,Ya Raoji Kha Saoji,,"Hadapsar, Pune"
443,Divya D'Cafe,"
Digital payments accepted","Undri, Pune"
444,LunchBox - Meals and Thalis,,"Viman Nagar, Pune"
445,Aarav's Kitchen,,"Baner, Pune"
446,Story of Eggs,,"Narhe, Pune"
447,Her Highness,"Cash and Cards accepted
Digital payments accepted","Yerawada, Pune"
448,Chopsticks & Pastas,,"Erandwane, Pune"
449,LeanCrust Pizza - ThinCrust Experts,,"Dhole Patil Road, Pune"
450,Fly High,"Cash and Cards accepted
Digital payments accepted","City Hub @ WTC, Kharadi, Pune"
451,Nawabi Zaika,,"Yerawada, Pune"
452,Hotel Shivsai,"
Digital payments accepted","Karve Nagar, Pune"
453,Rang De Basanti,"
Digital payments accepted","Aundh, Pune"
454,Corn Club,"Cash and Cards accepted
Digital payments accepted","FC Road, Pune"
455,Angry Paaji,,"Balewadi, Pune"
456,Indian Spice,,"Hadapsar, Pune"
457,Smokin' Joe's,Cash and Cards accepted,"Satara Road, Pune"
458,SLAY Coffee,,"Kondhwa, Pune"
459,Largo Pizzeria,"Cash and Cards accepted
Digital payments accepted","Wakad, Pune"
460,Vishwa Anu Tiffin Service,,"Chandan Nagar, Pune"
461,Malhar Khanaval,"Cash and Cards accepted
Digital payments accepted","JM Road, Pune"
462,New Supreme Pavbhaji And Creamist Live Ice Cream Rolls,"
Digital payments accepted","Wakad, Pune"
463,Classic Veg And Non Veg Hotel,"
Digital payments accepted","Dhayari, Pune"
464,Cafe Katta Kharadi,"
Digital payments accepted","Wadgaon Sheri, Pune"
465,The Irani Cafe,Cash and Cards accepted,"Magarpatta, Pune"
466,Navmi Veg-Non Veg,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
467,Shreyas Restaurant,,"Nigdi, Pune"
468,Shrimanti Misal And Snacks,"
Digital payments accepted","Tilak Road, Pune"
469,Delhi zaika,,"Viman Nagar, Pune"
470,Raje Chinese Restaurant,Cash and Cards accepted,"Camp Area, Pune"
471,Wine Town Family Restaurant And Bar,"Cash and Cards accepted
Digital payments accepted","Bavdhan, Pune"
472,Shri Chandra Biryani House,,"Baner, Pune"
473,Bowl and Burger,,"Pimple Saudagar, Pune"
474,Caramella's,"
Digital payments accepted","Warje, Pune"
475,Hooked,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
476,Masters Biryani N Grill,,"Bavdhan, Pune"
477,Cafe Farm House,Cash and Cards accepted,"Salunkhe Vihar Road, Pune"
478,Sweet Brick,,"Undri, Pune"
479,Hotel Gurukrupa Veg Non Veg,,"Kharadi, Pune"
480,The Momo Panda,,"Baner, Pune"
481,The Empire Restaurant,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
482,The Greedy Man Pizzeria,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
483,The Momo Xpress,,"Baner, Pune"
484,Sandwich Con,"
Digital payments accepted","Pimpri, Pune"
485,Italian Pizza Shop,,"Wanowrie, Pune"
486,Italian Kitchen,,"NIBM Road, Pune"
487,A1 Rolls And Frankie,,"Karve Nagar, Pune"
488,Punjabi Tadka & Resto,"Cash and Cards accepted
Digital payments accepted","Hinjawadi, Pune"
489,Bun'ee Heist,,"Hinjawadi, Pune"
490,Madurai Idly Shop,,"Kharadi, Pune"
491,Bambir House,,"Wakad, Pune"
492,New China Town,,"Baner, Pune"
493,New Sunrise Cafe,"
Digital payments accepted","Undri, Pune"
494,Bangalore Cafe Pure Veg,,"MG Road, Pune"
495,Ovenstory Pizza,,"NIBM Road, Pune"
496,New Kaveri Restaurant And Bar,"
Digital payments accepted","Sadashiv Peth, Pune"
497,Rubaab Multicuisine Family Restaurant And Bar,"Cash and Cards accepted
Digital payments accepted","Pune-Solapur Road, Pune"
498,Amarnath Family Restaurant,"
Digital payments accepted","Pimple Gurav, Pune"
499,Zakkas Misal,"
Digital payments accepted","Satara Road, Pune"
500,Puneri Zaika,,"Dhanori, Pune"
501,The Coffee Cafe,,"Kharadi, Pune"
502,Nutri Narcos,,"Wakad, Pune"
503,KFC,"Cash and Cards accepted
Digital payments accepted","R Deccan Mall, JM Road, Pune"
504,Biryani Blast,,"Kalyani Nagar, Pune"
505,Swad Milap,"
Digital payments accepted","Hadapsar, Pune"
506,Sai Restaurant,"
Digital payments accepted","Katraj, Pune"
507,Zaika Family Restaurant,,"Hadapsar, Pune"
508,The Flour Works,Cash and Cards accepted,"Kalyani Nagar, Pune"
509,The Momo Town,,"Wadgaon Sheri, Pune"
510,Cafe Bay Leaf - Ramada Plaza,Cash and Cards accepted,"Balewadi, Pune"
511,Tulja Bhavani Bhojanalay And Snacks,"Cash and Cards accepted
Digital payments accepted","Mundhwa, Pune"
512,Poona Guest House,"Cash and Cards accepted
Digital payments accepted","Budhwar Peth, Pune"
513,Ching's Essence,,"Wanowrie, Pune"
514,Prabha Vishranti Gruh,,"Shaniwar Peth, Pune"
515,Krishna Chaya Pure Veg,"
Digital payments accepted","Sadashiv Peth, Pune"
516,M.A.D Culture,,"Pimpri, Pune"
517,China Grill,Cash and Cards accepted,"Wanowrie, Pune"
518,Asia Kitchen By Mainland China,"Cash and Cards accepted
Digital payments accepted","City Point, Dhole Patil Road, Pune"
519,Mitran Da Dhaba,,"Westend Mall, Aundh, Pune"
520,Taaareef,,"Bavdhan, Pune"
521,Shiv Sagar,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
522,Momo Brothers ,"
Digital payments accepted","Bavdhan, Pune"
523,Cake Cafe,,"NIBM Road, Pune"
524,Hotel Kaveri,Cash and Cards accepted,"Bibvewadi, Pune"
525,Chopsticks Spice Malabar,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Viman Nagar, Pune"
526,Ria's Kitchen,,"Salunkhe Vihar Road, Pune"
527,Gourmand Eatery,"
Digital payments accepted","Senapati Bapat Road, Pune"
528,Domino's Pizza,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Senapati Bapat Road, Pune"
529,Hotel Popat,"
Digital payments accepted","Warje, Pune"
530,Amul Ice Cream Parlour,,"Shivane, Pune"
531,KGN Snacks Center,,"Chinchwad, Pune"
532,Raj Delicious Sweets,,"Wakad, Pune"
533,ZAZA 22 Spice Biryani,,"Pimple Saudagar, Pune"
534,Heaven Chinese,"
Digital payments accepted","Karve Nagar, Pune"
535,The Bigg Bull,,"Bhugaon, Pune"
536,Shawarma King,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
537,Itminaan Biryani - Dum Pukht,,"Hinjawadi, Pune"
538,Chinese Chef Co,,"Kondhwa, Pune"
539,McDonald's,"Cash and Cards accepted
Digital payments accepted","Phoenix Market City, Viman Nagar, Pune"
540,Sanskruti Hotel,"
Digital payments accepted","Hadapsar, Pune"
541,Southie Sambar,,"Wagholi, Pune"
542,Shiv Shakti Pure Veg,"Cash and Cards accepted
Digital payments accepted","Chinchwad, Pune"
543,The Good Bowl,,"Erandwane, Pune"
544,Green Park,Cash and Cards accepted,"Hotel Green Park, Baner, Pune"
545,Cafe Delhi Heights,"Cash and Cards accepted
Digital payments accepted","The Pavillion, Senapati Bapat Road, Pune"
546,Cafe Durga,"Cash and Cards accepted
Digital payments accepted","Erandwane, Pune"
547,Shangri-La Kamalbaug,"Cash and Cards accepted
Digital payments accepted","Wagholi, Pune"
548,Pizza House,,"Undri, Pune"
549,A1 Chinese,"
Digital payments accepted","Kothrud, Pune"
550,Punjabi Kadhai,,"Magarpatta, Pune"
551,Home Made Snacks and Tiffin,,"Pimple Saudagar, Pune"
552,Punekaranchi Misal,,"Karve Nagar, Pune"
553,Atithi Pure Veg,,"Wakad, Pune"
554,Hotel Bismillah,,"MG Road, Pune"
555,Pizzabar Express,,"B.T. Kawade Road, Pune"
556,Crazy Cheesy,Cash and Cards accepted,"Kondhwa, Pune"
557,Artinci Indulge Guilt Free,,"Kothrud, Pune"
558,Joshi Wadewale,"
Digital payments accepted","Vishrantwadi, Pune"
559,Snaxie Chase the Flavour,,"Karve Nagar, Pune"
560,Mengu's The Fishermen Special,Cash and Cards accepted,"Hadapsar, Pune"
561,Mithai Junction,,"Wakad, Pune"
562,Drunken Shake,,"Katraj, Pune"
563,Biryani King,,"Wakad, Pune"
564,Delhi Chaap Express,"
Digital payments accepted","Magarpatta, Pune"
565,New Punjabi Swad,,"Hadapsar, Pune"
566,Steakhouse Bar & Grill,Cash and Cards accepted,"Kalyani Nagar, Pune"
567,Desi Chinese,"
Digital payments accepted","Hadapsar, Pune"
568,Patil Mama Wadapav Vale,"
Digital payments accepted","Shukrawar Peth, Pune"
569,Baramati Thali,,"Camp Area, Pune"
570,Kaati Zone Rolls And Wraps,,"Kothrud, Pune"
571,Slice of Soul (S.O.S.),"Cash and Cards accepted
Digital payments accepted","Wadgaon Sheri, Pune"
572,Won China,,"Koregaon Park, Pune"
573,Kwality Wall’s Frozen Dessert and Ice Cream Shop,,"Parvati, Pune"
574,99 Food Express,,"Wagholi, Pune"
575,The BB's Biryanis & Burgers,,"Hadapsar, Pune"
576,The Square - Novotel,Cash and Cards accepted,"Viman Nagar, Pune"
577,daCALORIES,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
578,City Of Chinese,,"Baner, Pune"
579,Tuljai Khanaval (Veg-Non Veg),"
Digital payments accepted","Karve Nagar, Pune"
580,Hong-Kong Chinese,,"Karve Nagar, Pune"
581,Ganesh Bhavan Sweets and Snacks,,"Ghorpadi, Pune"
582,Chef's Crazy Wok,"
Digital payments accepted","Hadapsar, Pune"
583,The Cheesy Crust,"
Digital payments accepted","Koregaon Park, Pune"
584,Pizza Box,,"Kondhwa, Pune"
585,Delhiwale,"
Digital payments accepted","Viman Nagar, Pune"
586,Itminaan Biryani - Dum Pukht,,"Bund Garden Road, Pune"
587,Italian Cafe,,"Kharadi, Pune"
588,Sub Culture,"
Digital payments accepted","Aundh, Pune"
589,Gavkari,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
590,Curry Culture,,"Viman Nagar, Pune"
591,Delhi Zaika,,"Yerawada, Pune"
592,Chinese Corner,"
Digital payments accepted","Warje, Pune"
593,Akhtar's Samosa,,"Camp Area, Pune"
594,Palavi,"Cash and Cards accepted
Digital payments accepted","Kothrud, Pune"
595,Zayk-E-Awadh Mithaas,,"Kalyani Nagar, Pune"
596,Mary's Executive Meals,,"Wanowrie, Pune"
597,Upsouth,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
598,Udta Punjab,,"Lohegaon, Pune"
599,Madurai Idly Shop,,"Kothrud, Pune"
600,Hotel Shri Raj,,"Wakad, Pune"
601,Rajeshahi Biryani's,"
Digital payments accepted","Bhosari, Pune"
602,Garwa Veg & Nonveg,,"Undri, Pune"
603,The Homemade Co,,"Camp Area, Pune"
604,Hotel Abhishek,"Cash and Cards accepted
Digital payments accepted","Dhankawadi, Pune"
605,New Ashoka Pure Veg,"Cash and Cards accepted
Digital payments accepted","Pimple Saudagar, Pune"
606,Peshavari Tadka,,"Aundh, Pune"
607,Green Healthy Bites,"
Digital payments accepted","Dhayari, Pune"
608,Dikhawa Dhaba,"Cash and Cards accepted
Digital payments accepted","Sinhgad Road, Pune"
609,New Vishal Restaurant,"Cash and Cards accepted
Digital payments accepted","Wanowrie, Pune"
610,Satguru's Punjabi Rasoi,"Cash, Cards and Meal Coupons accepted
Digital payments accepted","Hinjawadi, Pune"
611,Dk Foods,,"Pimpri, Pune"
612,Yk's Chinese Corner,,"Kondhwa, Pune"
613,Keventers Milkshakes and Desserts,Cash and Cards accepted,"Phoenix Market City, Viman Nagar, Pune"
614,A1 xprs,"
Digital payments accepted","Akurdi, Pune"
615,Sukshant,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
616,Kai Cafe,,"Salunkhe Vihar Road, Pune"
617,Anmol Punjabi Dhaba,"
Digital payments accepted","Pimpri, Pune"
618,Krishnai Choupati,,"Bibvewadi, Pune"
619,Paan Culture,,"Viman Nagar, Pune"
620,Meal Grabs,,"Karve Nagar, Pune"
621,Paratha By Inch,"
Digital payments accepted","Pimpri, Pune"
622,Gaware Biryani House,"
Digital payments accepted","Wakad, Pune"
623,Yana Sizzlers & Wok,"Cash and Cards accepted
Digital payments accepted","FC Road, Pune"
624,McDonald's,Cash and Cards accepted,"Kharadi, Pune"
625,The Blue Plate,"Cash and Cards accepted
Digital payments accepted","Aundh, Pune"
626,Bread Bash,"
Digital payments accepted","Pimpri, Pune"
627,Lazeez,,"Viman Nagar, Pune"
628,Creamy Nuts,,"Phursungi, Pune"
629,Cafe Crush,"
Digital payments accepted","Pimple Gurav, Pune"
630,Hyderabadi Zing Zaika,,"Kharadi, Pune"
631,JOJO Chinese,,"Phursungi, Pune"
632,Delish Pizza,,"Wakad, Pune"
633,Cafe Jitters,"Cash and Cards accepted
Digital payments accepted","NIBM Road, Pune"
634,Gokul Pure Veg,Cash and Cards accepted,"Kondhwa, Pune"
635,Round The Clock Cravings,"
Digital payments accepted","Pashan, Pune"
636,High Street Hawkers,,"Chandan Nagar, Pune"
637,The Paratha Singh,,"Baner, Pune"
638,Tiwary Ji,,"Wakad, Pune"
639,Shree Bhairavi Prasanna Khanawal,"
Digital payments accepted","Yerawada, Pune"
640,Biryani Hub,,"Baner, Pune"
641,Panchamrut Pure Veg,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
642,Vinu's Special Panipuri & Matki Bhel,Cash and Meal Coupons accepted,"Nigdi, Pune"
643,Haldiram's Express,,"Kothrud, Pune"
644,Bay Leaf Bistro,Cash and Cards accepted,"Pimple Saudagar, Pune"
645,WS Bakers,Cash and Cards accepted,"Pimpri, Pune"
646,Hotel Shivba Special Mutton Bhakari,"
Digital payments accepted","Wakad, Pune"
647,Szechuan Dumpling House,,"Viman Nagar, Pune"
648,Shawarma Corner,,"Nigdi, Pune"
649,Relax Pure Veg,Cash and Cards accepted,"Parvati, Pune"
650,The Burger Project,,"NIBM Road, Pune"
651,Tadka Cloud Kitchen,,"Katraj, Pune"
652,Thalis & Bowls,,"Kharadi, Pune"
653,Itminaan Biryani - Dum Pukht,,"Pimple Saudagar, Pune"
654,Behrouz Biryani,,"Wadgaon Sheri, Pune"
655,Dakshin,"Cash and Cards accepted
Digital payments accepted","Pimpri, Pune"
656,Pav Man,,"NIBM Road, Pune"
657,Mr. Burger,,"Dhanori, Pune"
658,Chow Express,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
659,Nath Snacks And Juice ,,"Magarpatta, Pune"
660,The Crazy Waffle,,"Nigdi, Pune"
661,Vadilal Ice Cream,,"JM Road, Pune"
662,Vishnu Caterers,,"Akurdi, Pune"
663,Manisha Bhel Panipuri Snacks Centre,,"Karve Nagar, Pune"
664,Baker's Treat,,"Hadapsar, Pune"
665,Jay Ganesh Sabudana Vada,,"Sadashiv Peth, Pune"
666,Omkar Chinese Center,"
Digital payments accepted","Kharadi, Pune"
667,Sher-E-Punjab,,"Bund Garden Road, Pune"
668,Hotel Chinmay,,"Dhanori, Pune"
669,Cake Culture,,"Baner, Pune"
670,Pind De Tikke,,"Wanowrie, Pune"
671,Sambar Pure Veg,Cash and Cards accepted,"Viman Nagar, Pune"
672,99 Rs Biryani & Chinese,,"Hadapsar, Pune"
673,The Paratha Place,Cash and Cards accepted,"Wadgaon Sheri, Pune"
674,Hotel Sanika,,"Wagholi, Pune"
675,Food Court,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
676,The Momo Panda,"
Digital payments accepted","Amanora Town Centre, Hadapsar, Pune"
677,Absolute Punjab,,"Kharadi, Pune"
678,The Chinese Hub,,"Mahalunge, Pune"
679,Great Punjab,,"Kharadi, Pune"
680,Burger 69 & More,,"Koregaon Park, Pune"
681,Cafe 24/7,,"Pimple Nilakh, Pune"
682,Biryani Hub ,"
Digital payments accepted","Hinjawadi, Pune"
683,Punjabi Non Veg,,"Kondhwa, Pune"
684,Asia Kitchen By Mainland China,,"Senapati Bapat Road, Pune"
685,Om Biryani House & Chinese,"
Digital payments accepted","Wadgaon Sheri, Pune"
686,Breatato.Co,,"Karve Nagar, Pune"
687,WS Bakers ,,"Mundhwa, Pune"
688,Shakezone,,"Kharadi, Pune"
689,The King Sandwich ,,"Salunkhe Vihar Road, Pune"
690,Bowls Of India,,"Baner, Pune"
691,Momology!,"
Digital payments accepted","Wakad, Pune"
692,Kshanbhar Vishranti,,"Dhanori, Pune"
693,Cafe WTH,,"Kothrud, Pune"
694,Delhi Ki Paratha Gali,,"Viman Nagar, Pune"
695,Cafe Crush,"
Digital payments accepted","Erandwane, Pune"
696,Hangry Panda,,"Wadgaon Sheri, Pune"
697,Night Foody Hotspot,,"Kharadi, Pune"
698,Gurunanak Dairy And Sweets,,"Kalyani Nagar, Pune"
699,Momos Junction,,"Fatima Nagar, Pune"
700,Sai Sagar Pure Veg,"
Digital payments accepted","Aundh, Pune"
701,Hotel Kohinoor Family Resto Veg Non Veg,"
Digital payments accepted","Narhe, Pune"
702,KNS,"
Digital payments accepted","Pimple Gurav, Pune"
703,Faasos,,"Viman Nagar, Pune"
704,Bowls@69,,"Kondhwa, Pune"
705,Suvarna Plaza,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
706,Kalra's Kitchen,,"Pimpri, Pune"
707,@M The World Cuisine Restaurant,"Cash and Cards accepted
Digital payments accepted","Magarpatta, Pune"
708,Appa's Gurudev Sandwich & Pizza Corner,,"Sadashiv Peth, Pune"
709,Lunch Break,"
Digital payments accepted","Hadapsar, Pune"
710,Samiksha Amruttulya,,"Wadgaon Sheri, Pune"
711,Malabar,,"Wakad, Pune"
712,Dragon Family Restaurant,"Cash and Cards accepted
Digital payments accepted","JM Road, Pune"
713,Delhi Zaika,,"Chinchwad, Pune"
714,Pallavi - Pure Veg Kitchen,,"Karve Nagar, Pune"
715,Ramdev Dhaba Pure Veg Family Restaurant,"
Digital payments accepted","Bhosari, Pune"
716,China Street,,"Magarpatta, Pune"
717,MDC Biryani & Makhdumiya Caterers,,"Bavdhan, Pune"
718,Crazy Momos,Cash and Cards accepted,"Karve Nagar, Pune"
719,Delhi Dabba,,"Kondhwa, Pune"
720,Rose Garden & Gulab Bhel,,"Parvati, Pune"
721,Hotel Swagat,"
Digital payments accepted","Kothrud, Pune"
722,Foodie's Point,"Cash and Cards accepted
Digital payments accepted","Wagholi, Pune"
723,Khandesh Junction,"Cash and Cards accepted
Digital payments accepted","Sadashiv Peth, Pune"
724,Samarth Misal & Foods,"
Digital payments accepted","Chinchwad, Pune"
725,Amul Ice Cream Parlor,"
Digital payments accepted","Chinchwad, Pune"
726,Roll Makers,,"Bavdhan, Pune"
727,Hotel Swagat,,"Lohegaon, Pune"
728,GetAWhey - Healthy Ice Cream,,"Dhankawadi, Pune"
729,Cafe Gustoso,"Cash and Cards accepted
Digital payments accepted","Kondhwa, Pune"
730,Puneri Khana,,"Baner, Pune"
731,Chizzlers - Sizzlers & Chinese,"Cash and Cards accepted
Digital payments accepted","Baner, Pune"
732,Alfa Southin Cafeteria,"Cash and Debit Cards accepted
Digital payments accepted","Kalyani Nagar, Pune"
733,Appa,"
Digital payments accepted","Kothrud, Pune"
734,Cafe Tea Talkss,"
Digital payments accepted","Bavdhan, Pune"
735,Hotel Sangrilla,"Cash and Cards accepted
Digital payments accepted","Nigdi, Pune"
736,Hotel Taste And Flavour,"
Digital payments accepted","Wakad, Pune"
737,The Chinese Corner,,"Dange Chowk, Pune"
738,Food For Mood,,"Karve Nagar, Pune"
739,Aavees Biryani House,,"Shivaji Nagar, Pune"
740,Laziz Xprs,,"Baner, Pune"
741,A1 Chinese Family Restaurant,"
Digital payments accepted","Karve Nagar, Pune"
742,Tasty Corner,,"Wanowrie, Pune"
743,New Durga Biryani House,"Cash and Cards accepted
Digital payments accepted","Hadapsar, Pune"
744,Uncle Kitchen,,"Nucleus Mall, Camp, Pune"
745,Momo Mia,,"Wakad, Pune"
746,Biryani Trip,,"Hadapsar, Pune"
747,Shree Ram Sweets,,"Lohegaon, Pune"
748,Hotel Annapurna,,"Wagholi, Pune"
749,Big Daddy (Hot spot),"
Digital payments accepted","Kothrud, Pune"
750,Shree Parshuram Dairy,"
Digital payments accepted","Sadashiv Peth, Pune"
751,Chaha Khari And Cafe,,"Mundhwa, Pune"
752,The Zaika,,"Sadashiv Peth, Pune"
753,Biggies Burger,"Cash and Cards accepted
Digital payments accepted","Viman Nagar, Pune"
754,Jay Ganesh Misal Pav,,"Kothrud, Pune"
755,Crazy Cheezy Burger,,"Wadgaon Sheri, Pune"
756,Foodie Adda,"
Digital payments accepted","Wakad, Pune"
757,Bay Leaf Bistro,"Cash, Cards and Meal Coupons accepted","Chinchwad, Pune"
758,That Pizza Place,,"Baner, Pune"
759,Big Table,,"Hadapsar, Pune"
760,Ayush Cafe,"Cash and Cards accepted
Digital payments accepted","Dhankawadi, Pune"
761,Pizza Hut Express,,"Bavdhan, Pune"
762,Wack Waffle & Brownies,,"Wakad, Pune"
763,Sammey’s,,"Koregaon Park, Pune"
764,S Kumar Wadewale,"
Digital payments accepted","Pimpri, Pune"
765,Aditya A-1 Sandwich,,"Aundh, Pune"
766,Chinese Culture,,"Hadapsar, Pune"
767,CraveLok,"
Digital payments accepted","Wadgaon Sheri, Pune"
768,Aladeen,,"Viman Nagar, Pune"
769,Overdose Restaurant And Lounge,"Cash and Cards accepted
Digital payments accepted","Katraj, Pune"
